loss
6234030.345758848
1670550.7659659965
1851326.2323926452
1227065.624795795
1809550.612075281
1201710.1531623036
373504.0185608544
442578.1201202967
1179340.089034501
1034602.3582773334
364318.2012700794
199525.27093906343
251221.46883421717
269044.39419201674
179538.21189818223
160022.99796627797
196557.08194133846
131776.16890506263
85259.3632359469
236286.89659584663
87951.44223893122
307380.3774072507
234500.37267461864
112800.22172819273
37348.66459485081
122517.41832599517
188418.48487456402
107541.56203867303
287284.62397680886
49756.86917195217
103343.8265408502
61737.41753726549
62474.77682219678
101776.18874899094
73661.80163230764
50210.01862288211
50578.28003169881
8203.089189562095
57551.13118661961
46015.29735631138
29878.456927622323
33664.81269853893
26918.475810243934
54136.59807940234
52394.014476371
130264.162583623
45182.16371988793
64836.8195305483
-11404.555436887624
15710.4636554572
8698.43647775059
-197.65009195777867
19933.578993873973
94916.39011144418
47791.98329267926
9901.114798644941
23163.028946888768
38544.39669026041
13950.303814729485
4286.664211237323
272670.60593097674
45048.83837210357
4085.8950864925832
59280.163292673395
62574.87475351821
22675.945456415597
3228.57301746619
10460.974710762186
11086.489926108135
56267.3969429211
17822.130153344027
67557.87001409543
22567.39485115005
-7437.492737285608
67669.6282931797
27788.974050317895
13039.107168890789
-5156.073603503496
92029.50363339715
7836.622766517933
29602.299792436723
2852.8197103350717
-903.4270114842124
11328.557539151541
727.5185142527932
15217.283774489677
51813.570667848646
29334.751285353217
50978.10528048146
14130.342629663204
16384.78255850301
39742.79588560596
20106.73896880572
-306.66849650300367
7730.378723853661
28817.608873050234
35267.63901905722
37128.0960403533
4583.617656189951
-20522.89740771044
50510.0466915856
28759.874402718637
-11535.021746646651
104549.87767136701
55451.73462708625
122680.76606266652
50972.36867299464
-18042.21566081919
-26272.790582262554
26657.58772744325
11287.635774850953
25825.374871093987
45259.57953515871
26317.6858316378
-666.2717710385251
18633.42561721618
-4536.544951554818
-13356.860567030037
-9340.60945784604
-12098.145044302923
66634.45846756222
32173.95227514682
-4502.9840860192235
-15866.345044388485
-11096.766606504743
-10017.640222343029
-6853.90393018663
44392.484507874055
1271.5796688872936
4580.900321046103
8275.768249842084
-10100.849742726585
-9977.36815249109
-379.223633532999
-22887.86313885116
-14272.867464225395
-5262.161492952559
-15429.902474012246
6740.581634792582
-1195.4493862210497
-2581.781564425581
25106.364271589944
1135.2379281730186
-3596.5461988095603
9704.069687144905
-8656.797029742902
-21587.735492963853
13627.925608010482
3240.661616004869
-5345.077973928991
43255.687560099104
43009.51991515413
41713.001061576295
-10661.347693874059
18839.1422328147
-3973.911896062451
8653.802096616375
-21647.041596240204
32524.956760373312
47316.72919407393
52796.3906303626
-5700.689806760157
-8726.117111940552
9892.98400858434
-21670.31049020065
-21541.86430285857
-9169.617409595825
49442.69657339132
-7241.111163607276
-10843.182408968141
10473.487746774326
4154.623323356323
-13986.28810133674
-24166.909561105538
-35427.29469783046
-19925.397868184864
-29301.021184568537
-7378.971409092643
-23765.730567701172
-19317.001135113274
-6890.986754621908
-23560.77007556672
-20322.200875707495
-15191.526807923334
-24731.682793381042
-11810.844569119721
2154.5924601208226
977.8479988067214
-1109.0281449980555
-3516.4638132583686
-30636.773723420025
-7937.524881554294
4819.327892164582
15989.976380911838
-14042.880057928543
-22537.617093904915
-28847.43433989805
12366.83196649013
-23846.436335008886
-26733.92526681542
-421.6578143648544
1086.3774429050327
-19935.462585504843
590.3719365290108
-22418.33336293999
-32557.787681012283
-12150.883037637217
-12794.044763278936
-15404.041809179458
-6494.977439786988
-3374.5153876625304
-22143.49182265243
3415.9626832653503
-26291.395847693493
-33048.38912949421
-21125.864679105693
-3873.4487636193007
-28067.97218752494
-21280.21740468827
-19011.855004060766
-17459.845947515605
-31151.38789970211
-28906.906313548177
-30126.218181571232
22918.363132306855
-23995.65059905198
-20525.39479335702
-21026.30288754341
-32524.076816221113
-27314.05436891869
-7268.492179091722
-30875.36702539377
-16209.481551345534
13692.917598538197
-35220.43164925452
-24272.866260132654
-38670.96418591374
-29213.47965881393
-33550.75754367396
-11281.160659183719
-31714.258964331602
-30614.278837417554
-33539.793207272276
-18566.10726371903
-22954.77289075704
-18285.748420151165
-32500.004526769924
-22089.5504305958
-26007.191542089207
14000.740754911507
-30460.53231375911
-28914.55221965913
2995.1034630871295
-21972.621047760265
-15462.229885871262
-32562.744125352958
-38377.899344871454
-23813.104352243285
-20664.978892779054
-20824.217127807708
179.26236403034895
-21668.27011970969
-24644.670796243827
-42587.05956500119
-20945.748431064254
